20,1.3814,0.11491,0.11491,0,0,0,1,2,6,-1
19,0.96955,0.11491,0.11491,0,0,0,1,2,7,-1
18,1.4113,0.088206,0.088206,0,0,0,1,2,6,-1
17,1.403,0.10263,0.10263,0,0,0,1,2,6,-1
16,1.3814,0.11491,0.11491,0,0,0,1,2,6,-1
15,0.96955,0.11491,0.11491,0,0,0,1,2,7,-1
14,1.403,0.10263,0.10263,0,0,0,1,2,6,-1
13,1.4113,0.10263,0.10263,0,0,0,1,2,6,-1
12,0.78886,0.15321,0.11491,0,0,20,1,3,8,-1
11,0.76607,0.15321,0.11491,0,0,19,1,3,8,-1
10,4.4549,0.088206,0.088206,0,0,18,1,3,6,-1
9,3.6181,0.15321,0.15321,11,0,12,0,0,6,-1
8,8.0876,0.13684,0.10263,0,0,17,1,3,6,-1
7,0.75264,0.13684,0.10263,9,0,10,0,0,8,-1
6,0.83143,0.18476,0.13857,7,0,8,0,1,8,-1
5,0.78886,0.15321,0.11491,0,0,16,1,3,8,-1
4,0.76607,0.15321,0.11491,0,0,15,1,3,8,-1
3,8.0876,0.13684,0.10263,0,0,14,1,3,6,-1
2,4.4741,0.13684,0.10263,0,0,13,1,3,6,-1
1,3.6422,0.15321,0.15321,4,0,5,0,0,6,-1
0,0.83143,0.18476,0.13857,1,2,3,0,1,8,-1
