0,8.3143,1.8476,1.3684,1,2,3,0,1,8,-1
1,7.5264,1.3684,1.0889,4,0,5,0,0,8,-1
2,44.741,1.3684,0.88206,0,0,41,1,3,8,-1
3,87.244,1.3684,0.70698,0,0,40,1,3,8,-1
4,35.721,1.0889,0.77846,0,0,39,1,3,8,-1
5,31.737,1.5321,1.5321,6,0,7,0,0,8,-1
6,18.187,1.5321,0.70332,0,0,42,1,3,4,-1
7,7.8886,1.5321,0.86339,8,0,9,0,0,8,-1
8,7.9474,1.0316,1.0316,0,0,43,1,3,8,-1
9,15.045,0.86339,0.75661,0,0,38,1,3,4,-1
10,8.314,1.848,1.368,11,0,12,0,1,8,-1
11,7.526,1.368,0.83,13,0,14,0,0,8,-1
12,87.244,1.368,0.707,0,0,34,1,3,8,-1
13,7.778,1.089,1.089,15,0,16,0,0,8,-1
14,44.549,0.882,0.882,0,0,35,1,3,8,-1
15,35.721,1.089,0.778,0,0,27,1,3,8,-1
16,31.737,1.532,1.532,17,0,18,0,0,8,-1
17,18.187,1.532,0.703,0,0,30,1,3,4,-1
18,7.889,1.532,0.863,19,0,20,0,0,8,-1
19,7.947,1.032,1.032,0,0,31,1,3,8,-1
20,15.045,0.863,0.757,0,0,26,1,3,4,-1
21,14.4,4.1,3.7,22,0,23,0,2,5,-1
22,14.4,3.7,3.2,24,0,25,0,0,5,-1
23,25.8,0.9,0.9,26,0,27,0,0,8,-1
24,14.4,3.2,2.7,28,0,29,0,0,5,-1
25,25.8,1,1,30,0,31,0,0,8,-1
26,3.2,0.8,0.8,0,0,0,1,0,19,-1
27,3.2,0.8,0.8,0,0,0,1,0,19,-1
28,14.4,2.7,2.5,32,0,33,0,0,5,-1
29,25.8,0.9,0.9,34,0,35,0,0,8,-1
30,2.8,0.7,0.7,0,0,0,1,0,28,-1
31,4,1,1,0,0,0,1,0,15,-1
32,14.4,2.5,1.8,36,0,37,0,0,5,-1
33,25.8,0.9,0.9,38,0,39,0,0,8,-1
34,2.8,0.7,0.7,0,0,0,1,0,28,-1
35,3.6,0.9,0.8,0,0,0,1,0,17,-1
36,25.8,0.9,0.9,40,0,41,0,0,8,-1
37,25.8,1,1,42,0,43,0,0,8,-1
38,3.2,0.8,0.8,0,0,0,1,0,19,-1
39,3.2,0.8,0.8,0,0,0,1,0,19,-1
40,2.8,0.7,0.7,0,0,0,1,0,28,-1
41,3.6,0.9,0.9,0,0,0,1,0,17,-1
42,2.8,0.7,0.7,0,0,0,1,0,28,-1
43,4,1,1,0,0,0,1,0,15,-1
