12	1.02	0.11	0.11	0	0	0	0	
11	1.02	0.13	0.13	0	0	0	0	
10	2.58	0.07	0.07	0	0	0	0	
9	2.58	0.14	0.14	0	0	0	0	
8	2.58	0.11	0.11	11	0	12	0	
7	3.6	0.3	0.18	9	0	10	0	
6	3.6	0.41	0.3	7	0	8	2	
5	4.96	0.15	0.11	0	0	12	3	
4	2.4	0.16	0.13	0	0	11	3	
3	1.61	0.07	0.07	0	0	10	3	
2	4.21	0.16	0.14	0	0	9	3	
1	2.4	0.19	0.16	4	0	5	0	
0	4.21	0.18	0.16	2	0	3	1	
